season,match_id,match_name,home_team,away_team,venue,city,country,current_innings,innings_id,name,fullName,runs,ballsFaced,minutes,fours,sixes,strikeRate,captain,isNotOut,runningScore,runningOver,shortText,commentary,link
2022.0,1304072,MI v LSG,MI,LSG,"Brabourne Stadium, Mumbai",Mumbai,India,LSG,1,KH Pandya,Krunal Pandya,1,1,2,0,0,100.00,False,True,{},,not out,,
2022.0,1304072,MI v LSG,MI,LSG,"Brabourne Stadium, Mumbai",Mumbai,India,MI,2,Ishan Kishan,Ishan Kishan,13,17,38,2,0,76.47,False,False,"{'wickets': 3, 'runs': 57}",6.2, b Stoinis,"<strong>Two in two overs for LSG as Stoinis produces a drag-on.</strong> Offcutter into the pitch from Stoinis, Kishan wants to force it away through the leg side, he can only chop it back onto his own stumps. Kishan is filthy with himself for giving his wicket away once again",
2022.0,1304072,MI v LSG,MI,LSG,"Brabourne Stadium, Mumbai",Mumbai,India,MI,2,RG Sharma,Rohit Sharma,6,7,16,1,0,85.71,True,False,"{'wickets': 1, 'runs': 16}",2.4,c &dagger;de Kock b Avesh Khan,"<strong>Has Rohit nicked off? Yes, the finger goes up</strong>. De Kock goes low and pouches a low catch. Back of a length and keeps veering in from outside off with the angle from over the stumps. Rohit searches for the dink down to deep third man, but doesn't have enough room to work with. He simply guides this 141.3ks delivery into the gloves of de Kock",
2022.0,1304072,MI v LSG,MI,LSG,"Brabourne Stadium, Mumbai",Mumbai,India,MI,2,D Brevis,Dewald Brevis,31,13,20,6,1,238.46,False,False,"{'wickets': 2, 'runs': 57}",5.5,c Hooda b Avesh Khan,"<strong>Drilled straight to Hooda at extra-cover</strong>. Avesh gives Brevis a send-off. Brevis pre-meditates by shuffling outside leg, even before Avesh delivers. Full-toss on middle stump, belted more or less straight to the infielder. It was hit hard, so Hooda did a good job hanging onto the ball. Brevis' fireworks are over",
2022.0,1304072,MI v LSG,MI,LSG,"Brabourne Stadium, Mumbai",Mumbai,India,MI,2,SA Yadav,Suryakumar Yadav,37,27,55,3,0,137.03,False,False,"{'wickets': 5, 'runs': 127}",15.3,c sub (K Gowtham) b Ravi Bishnoi,"<strong>Long-hop is pulled to deep square-leg!</strong> It was slow and went over middle and leg, Surya turned and tried to pull it hard but got the top-edge and Gowtham took it comfortably at the deep. Yadav played well but could not finish things off, Bishnoi will take it however they come, particularly off his last over.",
2022.0,1304072,MI v LSG,MI,LSG,"Brabourne Stadium, Mumbai",Mumbai,India,MI,2,NT Tilak Varma,Tilak Varma,26,26,44,2,0,100.00,False,False,"{'wickets': 4, 'runs': 121}",14.2, b Holder,<strong>Yorker hits off!</strong> It came in with the angle. Tilak had made room and tried to dig it out to the offside but could not get the bat down in time and gets castled. Holder punches the air in celebration.,
2022.0,1304072,MI v LSG,MI,LSG,"Brabourne Stadium, Mumbai",Mumbai,India,MI,2,KA Pollard,Kieron Pollard,25,14,36,1,2,178.57,False,False,"{'wickets': 9, 'runs': 181}",19.5,c Stoinis b Chameera,"<strong>Taken at deep mid-wicket!</strong> It was full just outside off, close to a yorker and took the bottom of Pollard's swinging bat and was taken in front with a lunge and a tumble by Stoinis",
2022.0,1304072,MI v LSG,MI,LSG,"Brabourne Stadium, Mumbai",Mumbai,India,MI,2,FA Allen,Fabian Allen,8,7,13,1,0,114.28,False,False,"{'wickets': 6, 'runs': 153}",17.4,c Chameera b Avesh Khan,"<strong>Flayed, goes to short-third man off the edge!</strong> It was full outside off, he tried to whack it over long-off with his front-foot out the way but found Chameera, who took it comfortably with his hands pointing up",
2022.0,1304072,MI v LSG,MI,LSG,"Brabourne Stadium, Mumbai",Mumbai,India,MI,2,JD Unadkat,Jaydev Unadkat,14,6,13,2,1,233.33,False,False,"{'wickets': 7, 'runs': 175}",19.1,run out (Stoinis/&dagger;de Kock),"<strong>Run-out comes in as they tried to attempt the second!</strong> It was full outside off, close to a yorker and was dug-out to deep mid-wicket with an attempted heave. It went along the ground and Stoinis sped in to stop and threw it at a good height to ensure Pollard could not get back.",
2022.0,1304072,MI v LSG,MI,LSG,"Brabourne Stadium, Mumbai",Mumbai,India,MI,2,M Ashwin,Murugan Ashwin,6,2,4,0,1,300.00,False,False,"{'wickets': 8, 'runs': 181}",19.3,run out (&dagger;de Kock/Chameera),"<strong>Run-out on the non-striker's end comes in from an attempted bye!</strong> It was full outside off and beat the swinging horizontal bat, Pollard ran in and the underarm through beat the striker's end. The bowler took it and underarmed it to the stumps at the other end",
2022.0,1304072,MI v LSG,MI,LSG,"Brabourne Stadium, Mumbai",Mumbai,India,MI,2,JJ Bumrah,Jasprit Bumrah,0,0,3,0,0,-,False,True,{},,not out,,
2022.0,1304072,MI v LSG,MI,LSG,"Brabourne Stadium, Mumbai",Mumbai,India,MI,2,TS Mills,Tymal Mills,0,1,2,0,0,0.00,False,True,{},,not out,,
2022.0,1304071,SRH v KKR,SRH,KKR,"Brabourne Stadium, Mumbai",Mumbai,India,KKR,1,VR Iyer,Venkatesh Iyer,6,13,23,1,0,46.15,False,False,"{'wickets': 2, 'runs': 25}",4.1, b Natarajan,"What a delivery! Length ball, pitching just outside off on a length, and Venkatesh's lack of footwork does him in. Barely half-forward to drive this, and that creates a big gap between bat and pad for the ball to seam back through and crash into the stumps",
2022.0,1304071,SRH v KKR,SRH,KKR,"Brabourne Stadium, Mumbai",Mumbai,India,KKR,1,AJ Finch,Aaron Finch,7,5,10,0,1,140.00,False,False,"{'wickets': 1, 'runs': 11}",1.2,c &dagger;Pooran b Jansen,"inside edge, and Finch's debut innings for KKR ends early. Length ball, angling across the right-hander and veering back in slightly, late. He's in an open position, looking to sit back and punch through mid-off, and he ends up getting a thin inside-edge on it through to the keeper",
2022.0,1304071,SRH v KKR,SRH,KKR,"Brabourne Stadium, Mumbai",Mumbai,India,KKR,1,SS Iyer,Shreyas Iyer,28,25,43,3,0,112.00,True,False,"{'wickets': 4, 'runs': 70}",9.6, b Umran Malik,"148.8kph, in the blockhole, and bails fly all over the place. Perfect response to the batter moving all around the crease. Again tried to make room to target the off side, and ended up exposing all his stumps to a fast, straight, full one",
2022.0,1304071,SRH v KKR,SRH,KKR,"Brabourne Stadium, Mumbai",Mumbai,India,KKR,1,SP Narine,Sunil Narine,6,2,3,0,1,300.00,False,False,"{'wickets': 3, 'runs': 31}",4.3,c Shashank Singh b Natarajan,"got him, not the most dangerous delivery he's bowled, but he'll take it. Low full-toss angling into middle and leg, and Narine, looking to make room and slice the ball over point, fails to get the desired elevation even though he hit the ball quite cleanly. Straight into Shashank Singh's hands",
2022.0,1304071,SRH v KKR,SRH,KKR,"Brabourne Stadium, Mumbai",Mumbai,India,KKR,1,N Rana,Nitish Rana,54,36,69,6,2,150.00,False,False,"{'wickets': 6, 'runs': 142}",17.2,c &dagger;Pooran b Natarajan,Natarajan gets his man! Or does he? Rana moved away to smash one over the off side as Natarajan spears one full outside off. Seemed to be a sound as he missed and the ball went to the keeper. The keeper and the bowler appealed but the umpire stayed unmoved. Sunrisers take it upstairs and find that <strong>there's a spike as the ball passes the bat</strong>. Rana has to depart. There was a definite sound in real time too.,
2022.0,1304071,SRH v KKR,SRH,KKR,"Brabourne Stadium, Mumbai",Mumbai,India,KKR,1,SP Jackson,Sheldon Jackson,7,7,18,0,1,100.00,False,False,"{'wickets': 5, 'runs': 103}",12.6,c Natarajan b Umran Malik,"And then he goes! Umran comes back in some style. Chest high short ball on off, too quick for Jackson. Goes for the pull and gets a top edge towards fine leg. Seemed as if Natarajan wasn't under it but adjusted well to take it safely with a dive forward. End of Jackson's action.",
2022.0,1304071,SRH v KKR,SRH,KKR,"Brabourne Stadium, Mumbai",Mumbai,India,KKR,1,AD Russell,Andre Russell,49,25,43,4,4,196.00,False,True,{},,not out,,
2022.0,1304071,SRH v KKR,SRH,KKR,"Brabourne Stadium, Mumbai",Mumbai,India,KKR,1,PJ Cummins,Pat Cummins,3,3,7,0,0,100.00,False,False,"{'wickets': 7, 'runs': 153}",18.3,c Jansen b Kumar,"Catching practice for Jansen. Length ball outside off, it was the legcutter. Cummins gets more height than distance. Long-on runs in and completes it easily.",
2022.0,1304071,SRH v KKR,SRH,KKR,"Brabourne Stadium, Mumbai",Mumbai,India,KKR,1,Aman Hakim Khan,Aman Hakim Khan,5,3,6,1,0,166.66,False,False,"{'wickets': 8, 'runs': 158}",19.1, b Suchith,"Cleans up Aman Khan! A spinner and his deception skills. Was bowled with the index finger and the thumb, angling in to Aman. He goes for the swipe across the line but misses and loses his leg stump. Russell off-strike still, just what Sunrisers wanted.",
2022.0,1304071,SRH v KKR,SRH,KKR,"Brabourne Stadium, Mumbai",Mumbai,India,KKR,1,UT Yadav,Umesh Yadav,1,1,5,0,0,100.00,False,True,{},,not out,,
2022.0,1304071,SRH v KKR,SRH,KKR,"Brabourne Stadium, Mumbai",Mumbai,India,SRH,2,Abhishek Sharma,Abhishek Sharma,3,10,8,0,0,30.00,False,False,"{'wickets': 1, 'runs': 3}",1.4, b Cummins,"not the greatest over of Abhishek Sharma's career. Back of a length again, a little closer to off stump, and Abhishek looks for the pull, once again without moving his feet a great deal. Ends up bottom-edging into his stumps",
2022.0,1304071,SRH v KKR,SRH,KKR,"Brabourne Stadium, Mumbai",Mumbai,India,SRH,2,KS Williamson,Kane Williamson,17,16,30,3,0,106.25,True,False,"{'wickets': 2, 'runs': 39}",5.2, b Russell,"got him, Russell's hard lengths produce the big wicket. 139.3kph. Back of a length this time, not as short as the previous ball, though the line is similar, and it seemed to come in off the deck like an offcutter. Williamson looks to pull again, and only succeeds in inside-edging into his stumps. Both openers have played on while looking to pull",
2022.0,1304071,SRH v KKR,SRH,KKR,"Brabourne Stadium, Mumbai",Mumbai,India,SRH,2,RA Tripathi,Rahul Tripathi,71,37,62,4,6,191.89,False,False,"{'wickets': 3, 'runs': 133}",14.2,c VR Iyer b Russell,Russell gets back at him in the tamest manner possible. Off-pace offcutter on a length around off. Tripathi stands tall and pulls it straight to Venkatesh at long-on. Tripathi cannot believe what he has done and has a lot of stern words with himself as he trudges back. Lots of gestures involved too. End of the 94-run partnership with that.,
2022.0,1304071,SRH v KKR,SRH,KKR,"Brabourne Stadium, Mumbai",Mumbai,India,SRH,2,AK Markram,Aiden Markram,68,36,57,6,4,188.88,False,True,{},,not out,,
2022.0,1304071,SRH v KKR,SRH,KKR,"Brabourne Stadium, Mumbai",Mumbai,India,SRH,2,N Pooran,Nicholas Pooran,5,8,17,0,0,62.50,False,True,{},,not out,,
2022.0,1304070,RR v GT,RR,GT,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,GT,1,MS Wade,Matthew Wade,12,6,8,3,0,200.00,False,False,"{'wickets': 1, 'runs': 12}",1.2,run out (van der Dussen),"oh Wade's gifts have dried up. That oasis was a mirage. RR have stung him in the second over. Gill walks at Krishna, who bowls the hard length again. Gill drops and runs, Wade responds. Rassie van der Dussen swoops in from cover, and runs down the wicket at the striker's end. Direct hit. Caught short",
2022.0,1304070,RR v GT,RR,GT,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,GT,1,Shubman Gill,Shubman Gill,13,14,34,2,0,92.85,False,False,"{'wickets': 3, 'runs': 53}",6.4,c Hetmyer b Parag,"oh Parag has got a wicket. Gill a touch too greedy? He doesn't pick the carrom ball, and looks to go over long-on. It is wide outside off, and holds its line because of the finger flick on it. Gill doesn't time it perfectly, and he finds long-on",
2022.0,1304070,RR v GT,RR,GT,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,GT,1,V Shankar,Vijay Shankar,2,7,8,0,0,28.57,False,False,"{'wickets': 2, 'runs': 15}",2.5,c &dagger;Samson b Sen,"short, wide, nip away, and and he gets a wicket off what is not his best delivery. Shankar cuts hard but it is too far from him, and manages only an edge through to the keeper",
2022.0,1304070,RR v GT,RR,GT,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,GT,1,HH Pandya,Hardik Pandya,87,52,88,8,4,167.30,True,True,{},,not out,,
2022.0,1304070,RR v GT,RR,GT,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,GT,1,A Manohar,Abhinav Manohar,43,28,44,4,2,153.57,False,False,"{'wickets': 4, 'runs': 139}",15.5,c Ashwin b Chahal,"looks for a repeat dose, but Chahal is too clever for that. He pulls the length back, bowls quicker, and on the leg stump. Big top edge from Manohar, skies it, and Ashwin takes the difficult catch calmly at short fine leg",
2022.0,1304070,RR v GT,RR,GT,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,GT,1,DA Miller,David Miller,31,14,25,5,1,221.42,False,True,{},,not out,,
2022.0,1304070,RR v GT,RR,GT,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RR,2,JC Buttler,Jos Buttler,54,24,34,8,3,225.00,False,False,"{'wickets': 3, 'runs': 65}",5.6, b Ferguson,"<strong>Timberrrr!</strong> Killer blow from Ferguson. Yorker at 126 clicks, the legcutter. He roars as Buttler's blitz ends. Such a contrast to the previous delivery that was north of 146 clicks. Buttler had no clue against it, misses digging it out and trudges back ten times slower than his knock. How big a blow is this for Rajasthan?",
2022.0,1304070,RR v GT,RR,GT,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RR,2,D Padikkal,Devdutt Padikkal,0,1,12,0,0,0.00,False,False,"{'wickets': 1, 'runs': 28}",1.6,c Shubman Gill b Yash Dayal,"And finds slip without fuss! Length ball outside off, gets good bounce due to his height. Padikkal goes for the punch, cramped for room. Gets a thick outside edge to Gill, who times his leap perfectly. A but of mirror image to the Vijay Shankar dismissal in the first innings. Early IPL success for Dayal.",
2022.0,1304070,RR v GT,RR,GT,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RR,2,R Ashwin,Ravichandran Ashwin,8,8,17,0,1,100.00,False,False,"{'wickets': 2, 'runs': 56}",5.1,c Miller b Ferguson,"<strong>Stunning catch by Miller</strong> and Ashwin's stay ends. Full ball outside off, Ashwin is deep in his crease. Looks to smash it through covers but finds Miller at short cover, who dives low to his left and pouches it safely.",
2022.0,1304070,RR v GT,RR,GT,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RR,2,SV Samson,Sanju Samson,11,11,12,0,1,100.00,True,False,"{'wickets': 4, 'runs': 74}",7.3,run out (Pandya),"<strong>Bull's eye from Hardik Pandya!</strong> Gujarat are on the money. Samson was nowehere in the frame. Pushes the quick, full ball straight to mid-off and takes him on. Wasn't on the front foot and took that extra millisecond to take a start. Costs him. Rajasthan in deep waters now.",
2022.0,1304070,RR v GT,RR,GT,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RR,2,HE van der Dussen,Rassie van der Dussen,6,10,30,0,0,60.00,False,False,"{'wickets': 5, 'runs': 90}",10.3,c &dagger;Wade b Yash Dayal,"Nicked behind! Van der Dussen has to walk back now. Fuller and outside off, angling away from over the wicket. No footwork from the batter and all he manages is a thin edge behind. Royals falling apart...",
2022.0,1304070,RR v GT,RR,GT,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RR,2,SO Hetmyer,Shimron Hetmyer,29,17,37,2,1,170.58,False,False,"{'wickets': 6, 'runs': 116}",12.5,c Tewatia b Mohammed Shami,"<strong>Toe-ender finds long-on!</strong> End of the Hetmyer show. It was a length ball angling in, he looks to go over long-on but fails to get the distance. He was tired as well and has a look at the bottom of his bat.",
2022.0,1304070,RR v GT,RR,GT,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RR,2,R Parag,Riyan Parag,18,16,31,1,1,112.50,False,False,"{'wickets': 7, 'runs': 138}",15.6,c Shubman Gill b Ferguson,Holed out to deep midwicket but was it over waist high? They are having a check. Was a high full toss that Parag failed to get under. Replays show that it was alright. He was slightly crouched and yet it wasn't above waist. Parag is not happy but he has to walk back.,
2022.0,1304070,RR v GT,RR,GT,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RR,2,JDS Neesham,James Neesham,17,15,23,1,0,113.33,False,False,"{'wickets': 8, 'runs': 147}",17.2,c &amp; b Pandya,"Hardik bats, Hardik bowls, Hardik fields and Hardik catches it off his bowling too! It's his night tonight. Slower offcutter. Neesham looks to go across the line but ends up getting a top edge. Easy catch for Pandya moving towards mid-off.",
2022.0,1304070,RR v GT,RR,GT,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RR,2,M Prasidh Krishna,Prasidh Krishna,4,7,19,0,0,57.14,False,True,{},,not out,,
2022.0,1304070,RR v GT,RR,GT,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RR,2,YS Chahal,Yuzvendra Chahal,5,8,11,0,0,62.50,False,False,"{'wickets': 9, 'runs': 155}",19.3,c Shankar b Yash Dayal,"Slower delivery from Dayal, Chahal is early into the shot. It was bowled back of the hand. All he manages is to get it in the air towards point, where Vijay runs in and pouches it.",
2022.0,1304070,RR v GT,RR,GT,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RR,2,KR Sen,Kuldeep Sen,0,3,3,0,0,0.00,False,True,{},,not out,,
2022.0,1304069,MI v PBKS,MI,PBKS,"Maharashtra Cricket Association Stadium, Pune",Pune,India,PBKS,1,MA Agarwal,Mayank Agarwal,52,32,51,6,2,162.50,True,False,"{'wickets': 1, 'runs': 97}",9.3,c Yadav b Ashwin,"finally a wicket for Mumbai Indians. Well bowled by Ashwin. Agarwal is clearing the front leg again to look to go over long-off or straight. Ashwin makes sure he doesn't bowl it under his bat. Just short enough to make him drag it. Agarwal gets the toe end on it, and manages to only sky it as far as long-off. He is filthy with himself",
2022.0,1304069,MI v PBKS,MI,PBKS,"Maharashtra Cricket Association Stadium, Pune",Pune,India,PBKS,1,S Dhawan,Shikhar Dhawan,70,50,91,5,3,140.00,False,False,"{'wickets': 4, 'runs': 151}",16.6,c Pollard b Basil Thampi,"<strong>another slower ball produces a wicket. </strong> Fullish length ball on middle, Dhawan tries to go over the leg side again but splices this high to long-on. Pollard stands 10 yards inside the rope and waits a few seconds for the ball to come down into his hands at chest height.",
2022.0,1304069,MI v PBKS,MI,PBKS,"Maharashtra Cricket Association Stadium, Pune",Pune,India,PBKS,1,JM Bairstow,Jonny Bairstow,12,13,21,1,0,92.30,False,False,"{'wickets': 2, 'runs': 127}",13.5, b Unadkat,"<strong>slower ball at 103 kph produces a drag on!</strong> Good length ball angled across off stump, Bairstow tries to heave this over midwicket but is through the shot early and drags a bottom edge onto the stumps.",
2022.0,1304069,MI v PBKS,MI,PBKS,"Maharashtra Cricket Association Stadium, Pune",Pune,India,PBKS,1,LS Livingstone,Liam Livingstone,2,3,6,0,0,66.66,False,False,"{'wickets': 3, 'runs': 130}",14.3, b Bumrah,<strong>143 kph bread and butter yorker!</strong> So much for all the people flooding the feedback desperate for a tactical retired out so Livingstone could enter. Bumrah slings in a missile at the base of middle stump and Livingstone can't jam the bat down in time to keep it out.,
2022.0,1304069,MI v PBKS,MI,PBKS,"Maharashtra Cricket Association Stadium, Pune",Pune,India,PBKS,1,JM Sharma,Jitesh Sharma,30,15,32,2,2,200.00,False,True,{},,not out,,
2022.0,1304069,MI v PBKS,MI,PBKS,"Maharashtra Cricket Association Stadium, Pune",Pune,India,PBKS,1,M Shahrukh Khan,M Shahrukh Khan,15,6,17,0,2,250.00,False,False,"{'wickets': 5, 'runs': 197}",19.4, b Basil Thampi,"yorker finally lands on the proper length at 142 kph on sixth stump, Shahrukh tries to punch this out through the off side and it tails in late to produce an inside edge that cannons back into off stump.",
2022.0,1304069,MI v PBKS,MI,PBKS,"Maharashtra Cricket Association Stadium, Pune",Pune,India,PBKS,1,OF Smith,Odean Smith,1,1,2,0,0,100.00,False,True,{},,not out,,
2022.0,1304069,MI v PBKS,MI,PBKS,"Maharashtra Cricket Association Stadium, Pune",Pune,India,MI,2,RG Sharma,Rohit Sharma,28,17,17,3,2,164.70,True,False,"{'wickets': 1, 'runs': 31}",3.4,c Arora b Rabada,"Rabada handcuffs Rohit. He is surprised by this short one, which doesn't give him any room. He tries to short-arm pull it, but gets a massive top edge. Vaibhav Arora gets around from short fine leg, and takes s safe catch. Rohit just didn't have room to push his hands through this one",
2022.0,1304069,MI v PBKS,MI,PBKS,"Maharashtra Cricket Association Stadium, Pune",Pune,India,MI,2,Ishan Kishan,Ishan Kishan,3,6,21,0,0,50.00,False,False,"{'wickets': 2, 'runs': 32}",4.1,c &dagger;Sharma b Arora,"lovely delivery. Slight shape back in, pitches on a length, middle and leg, and then seams away to take his outside edge. A T20 wicket on a defensive shot. Superb bowling",
2022.0,1304069,MI v PBKS,MI,PBKS,"Maharashtra Cricket Association Stadium, Pune",Pune,India,MI,2,D Brevis,Dewald Brevis,49,25,37,4,5,196.00,False,False,"{'wickets': 3, 'runs': 116}",10.6,c Arshdeep Singh b Smith,"<b>the drop only costs four runs!</b> Short on the body, Brevis slams a pull flat to deep backward square. Arshdeep is in perfect position and judges it very well coming 10 yards off the rope to pouch a head high catch.",
2022.0,1304069,MI v PBKS,MI,PBKS,"Maharashtra Cricket Association Stadium, Pune",Pune,India,MI,2,NT Tilak Varma,Tilak Varma,36,20,46,3,2,180.00,False,False,"{'wickets': 4, 'runs': 131}",12.5,run out (Agarwal/Arshdeep Singh),"<strong>horrible mixup results in a dreadful runout! </strong>Full on the stumps, flicked into midwicket. It was well wide of the fielder and Tilak sets off. Looked like an easy single on there but SKY is ball-watching at the striker's end. The fielder has plenty of time to throw to Arshdeep with Tilak stranded having completed 3/4 of a run. The bails come off with him 10 yards short. Tilak is spewing plenty of unrepeatable as he walks off.",
2022.0,1304069,MI v PBKS,MI,PBKS,"Maharashtra Cricket Association Stadium, Pune",Pune,India,MI,2,SA Yadav,Suryakumar Yadav,43,30,44,1,4,143.33,False,False,"{'wickets': 6, 'runs': 177}",18.4,c Smith b Rabada,"<strong>knee high full toss on middle stump, could've easily disappeared over long-on for six but flubs the heave trying to clear long-on!</strong> It goes straight up in the air to Odean Smith 10 yards inside the rope for a straightforward catch at chest height. Smith slams the ball down in a raucous celebration!",
2022.0,1304069,MI v PBKS,MI,PBKS,"Maharashtra Cricket Association Stadium, Pune",Pune,India,MI,2,KA Pollard,Kieron Pollard,10,11,18,1,0,90.90,False,False,"{'wickets': 5, 'runs': 152}",16.1,run out (Smith/&dagger;Sharma),"<strong>Pollard runs himself out trying to steal a second off a misfield!</strong> Full on sixth stump, Pollard drives to long-on and slow jogs the first run. Odean Smith fumbles and SKY suddenly calls for two. There's hesitation from both of them, Pollard puts his hands up to signal he doesn't want to run but then sets off late. SKY stops midway then keeps going. A huge mess. The relay from Smith to the keeper is in time as the bails come off with Pollard two yards short. <b>If Pollard ran the first run hard, there was definitely two there, but he got himself into trouble by slow jogging/walking the first run.</b>",
2022.0,1304069,MI v PBKS,MI,PBKS,"Maharashtra Cricket Association Stadium, Pune",Pune,India,MI,2,JD Unadkat,Jaydev Unadkat,12,7,23,0,1,171.42,False,False,"{'wickets': 7, 'runs': 185}",19.3,c Agarwal b Smith,"another fullish length ball angled across sixth stump, Unadkat goes for a huge heave back over long-on but skies this over extra cover. Mayank backpedals from extra cover on the ring and takes a safe catch at rib height 10 yards from the edge of the circle.",
2022.0,1304069,MI v PBKS,MI,PBKS,"Maharashtra Cricket Association Stadium, Pune",Pune,India,MI,2,M Ashwin,Murugan Ashwin,0,2,11,0,0,0.00,False,True,{},,not out,,
2022.0,1304069,MI v PBKS,MI,PBKS,"Maharashtra Cricket Association Stadium, Pune",Pune,India,MI,2,JJ Bumrah,Jasprit Bumrah,0,1,2,0,0,0.00,False,False,"{'wickets': 8, 'runs': 186}",19.4,c Dhawan b Smith,"length ball on fourth stump, slices this high over short third man. Dhawan runs from backward point to circle around and complete another catch before doing his customary thigh slap celebration.",
2022.0,1304069,MI v PBKS,MI,PBKS,"Maharashtra Cricket Association Stadium, Pune",Pune,India,MI,2,TS Mills,Tymal Mills,0,2,3,0,0,0.00,False,False,"{'wickets': 9, 'runs': 186}",19.6,c Agarwal b Smith,"<strong>triple-wicket over for Odean Smith to end the match! </strong> Length ball on fourth stump, another top-edged slice finds Mayank in the ring at extra cover for another chest high catch. <b>PBKS win by 12 runs. </b>",
2022.0,1304068,CSK v RCB,CSK,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,CSK,1,RD Gaikwad,Ruturaj Gaikwad,17,16,19,3,0,106.25,False,False,"{'wickets': 1, 'runs': 19}",3.4,lbw b Hazlewood,Gaikwad is ruled out lbw. Height the factor? He asks for the review. He didn't connect the attempted heave off a length ball and got hit on the back thigh. Surely high? <b>No! Clipping the stumps!</b> One of those things that goes against you when you are not it form. Looked good but has to walk back. CSK don't lose a review even though they lose a wicket.,
2022.0,1304068,CSK v RCB,CSK,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,CSK,1,RV Uthappa,Robin Uthappa,88,50,98,4,9,176.00,False,False,"{'wickets': 3, 'runs': 201}",18.5,c Kohli b de Silva,"Finally a wicket for RCB and Hasaranga! <strong>Breaks the 165-run stand</strong>. The non-celebration from the Royall Challengers says it all. Was a googly on the shorter side, Uthappa picks Kohli at deep midwicket to perfection to walk back with 88 against his name.",
2022.0,1304068,CSK v RCB,CSK,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,CSK,1,MM Ali,Moeen Ali,3,8,16,0,0,37.50,False,False,"{'wickets': 2, 'runs': 36}",6.4,run out (Prabhudessai/&dagger;Karthik),"<strong>Sensational fielding display. Suyash Prabhudessai making an impression early in the game.</strong> Flatter and quicker outside off, cut towards backward point. Seemed to be passing the fielder but for a diving stop. Moeen was down in search of a run and stood no chance of getting back after an accurate throw to the wicketkeeper.",
2022.0,1304068,CSK v RCB,CSK,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,CSK,1,S Dube,Shivam Dube,95,46,73,5,8,206.52,False,True,{},,not out,,
2022.0,1304068,CSK v RCB,CSK,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,CSK,1,RA Jadeja,Ravindra Jadeja,0,1,2,0,0,0.00,True,False,"{'wickets': 4, 'runs': 201}",18.6,c Anuj Rawat b de Silva,"Just a one-ball stay for the skipper. <strong>Hasaranga has two-in-two</strong> but that's it from him tonight. Tossed up googly around middle, Jadeja goes for the slog. Gets it high in the air. Rawat at deep midwicket settles underneath it and takes it safely. Something to cheer for RCB.",
2022.0,1304068,CSK v RCB,CSK,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,CSK,1,MS Dhoni,MS Dhoni,0,0,8,0,0,-,False,True,{},,not out,,
2022.0,1304068,CSK v RCB,CSK,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RCB,2,F du Plessis,Faf du Plessis,8,9,13,0,0,88.88,True,False,"{'wickets': 1, 'runs': 14}",2.5,c Jordan b Theekshana,swung away but can't clear long-on. Faf had a grimace as he made contact. <b> First wicket in the IPL for Theekshana and it's a massive one. </b> Faf can't make a big one against his former team.,
2022.0,1304068,CSK v RCB,CSK,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RCB,2,Anuj Rawat,Anuj Rawat,12,16,28,1,0,75.00,False,False,"{'wickets': 3, 'runs': 42}",5.6,lbw b Theekshana,"got him with a super delivery! Theekshana takes off on a celebratory run that would make Imran Tahir proud. Rawat has reviewed. This one cuts back in sharply to beat Rawat, who tries to whip that across the line. He's hit on the back pad and the ball didn't have a long way to travel. he got into a terrible tangle there and ball tracking comes back to show three reds.",
