comment_id,season,match_id,match_name,home_team,away_team,current_innings,innings_id,over,ball,runs,shortText,isBoundary,isWide,isNoball,batsman1_id,batsman1_name,batsman1_runs,batsman1_balls,bowler1_id,bowler1_name,bowler1_overs,bowler1_maidens,bowler1_runs,bowler1_wkts,batsman2_id,batsman2_name,batsman2_runs,batsman2_balls,bowler2_id,bowler2_name,bowler2_overs,bowler2_maidens,bowler2_runs,bowler2_wkts,wicket_id,wkt_batsman_name,wkt_bowler_name,wkt_batsman_runs,wkt_batsman_balls,wkt_text,isRetiredHurt,text,preText,postText
115020,2022.0,1304070,RR v GT,RR,GT,GT,1,16,1,0,"Chahal to Manohar, no run",False,False,False,778963,Abhinav Manohar,36,25,430246,Yuzvendra Chahal,3.1,0,24,0,625371,Hardik Pandya,66,40,26421.0,Ravichandran Ashwin,3.0,0.0,27.0,0.0,,,,,,,False,"into the pads now, cramps him up, hits the pad. Rare dot",,
115010,2022.0,1304070,RR v GT,RR,GT,GT,1,16,1,1,"Chahal to Manohar, 1 wide",False,True,False,778963,Abhinav Manohar,36,24,430246,Yuzvendra Chahal,3.0,0,24,0,625371,Hardik Pandya,66,40,26421.0,Ravichandran Ashwin,3.0,0.0,27.0,0.0,,,,,,,False,goes wide as he does when batters are going after him. Drags it too wide. Called,<p>Chahal into his last</p>,
115030,2022.0,1304070,RR v GT,RR,GT,GT,1,16,2,1,"Chahal to Manohar, 1 run",False,False,False,778963,Abhinav Manohar,37,26,430246,Yuzvendra Chahal,3.2,0,25,0,625371,Hardik Pandya,66,40,26421.0,Ravichandran Ashwin,3.0,0.0,27.0,0.0,,,,,,,False,"back to the wide like, also slow in the air, Manohar looks for the big hit, cue-ends it into the covers for one",,
115040,2022.0,1304070,RR v GT,RR,GT,GT,1,16,3,1,"Chahal to Pandya, 1 run",False,False,False,625371,Hardik Pandya,67,41,430246,Yuzvendra Chahal,3.3,0,26,0,778963,Abhinav Manohar,37,26,26421.0,Ravichandran Ashwin,3.0,0.0,27.0,0.0,,,,,,,False,"short of a length, wicket to wicket, punched to long-off",,
115050,2022.0,1304070,RR v GT,RR,GT,GT,1,16,4,6,"Chahal to Manohar, SIX",True,False,False,778963,Abhinav Manohar,43,27,430246,Yuzvendra Chahal,3.4,0,32,0,625371,Hardik Pandya,67,41,26421.0,Ravichandran Ashwin,3.0,0.0,27.0,0.0,,,,,,,False,"that is some shot. Chahal has gone slow in the air and wide again, but Manohar has managed to drag this across into the leg side and got enough on the slog-sweep to clear deep midwicket. Against the turn, mind",,
115060,2022.0,1304070,RR v GT,RR,GT,GT,1,16,5,0,"Chahal to Manohar, OUT",False,False,False,778963,Abhinav Manohar,43,28,430246,Yuzvendra Chahal,3.5,0,32,1,625371,Hardik Pandya,67,41,26421.0,Ravichandran Ashwin,3.0,0.0,27.0,0.0,778963.0,Abhinav Manohar,Yuzvendra Chahal,43.0,28.0,A Manohar c Ashwin b Chahal 43 (44m 28b 4x4 2x6) SR: 153.57,False,"looks for a repeat dose, but Chahal is too clever for that. He pulls the length back, bowls quicker, and on the leg stump. Big top edge from Manohar, skies it, and Ashwin takes the difficult catch calmly at short fine leg",,
115070,2022.0,1304070,RR v GT,RR,GT,GT,1,16,6,0,"Chahal to Miller, no run",False,False,False,321777,David Miller,0,1,430246,Yuzvendra Chahal,4.0,0,32,1,625371,Hardik Pandya,67,41,26421.0,Ravichandran Ashwin,3.0,0.0,27.0,0.0,,,,,,,False,"sharp legbreak, just outside off, defended",<p>In comes David Miller. Might be the perfect entry point for him</p>,
116010,2022.0,1304070,RR v GT,RR,GT,GT,1,17,1,0,"Ashwin to Pandya, no run",False,False,False,625371,Hardik Pandya,67,42,26421,Ravichandran Ashwin,3.1,0,27,0,321777,David Miller,0,1,430246.0,Yuzvendra Chahal,4.0,0.0,32.0,1.0,,,,,,,False,follows him as he backs away,<p>Ashwin to bowl out now</p>,
116030,2022.0,1304070,RR v GT,RR,GT,GT,1,17,2,2,"Ashwin to Pandya, 2 runs",False,False,False,625371,Hardik Pandya,69,43,26421,Ravichandran Ashwin,3.2,0,30,0,321777,David Miller,0,1,430246.0,Yuzvendra Chahal,4.0,0.0,32.0,1.0,,,,,,,False,punched hard to deep midwicket for two,,
116020,2022.0,1304070,RR v GT,RR,GT,GT,1,17,2,1,"Ashwin to Pandya, 1 wide",False,True,False,625371,Hardik Pandya,67,42,26421,Ravichandran Ashwin,3.1,0,28,0,321777,David Miller,0,1,430246.0,Yuzvendra Chahal,4.0,0.0,32.0,1.0,,,,,,,False,"looks to go wide this time as Pandya is backing away, but ends up bowling too wide",,
116040,2022.0,1304070,RR v GT,RR,GT,GT,1,17,3,0,"Ashwin to Pandya, no run",False,False,False,625371,Hardik Pandya,69,44,26421,Ravichandran Ashwin,3.3,0,30,0,321777,David Miller,0,1,430246.0,Yuzvendra Chahal,4.0,0.0,32.0,1.0,,,,,,,False,"ha ha ha, Pandya sees this down the leg side and leaves it alone for a wide, but the carrom ball turns back in to hit him in the bum",,
116050,2022.0,1304070,RR v GT,RR,GT,GT,1,17,4,1,"Ashwin to Pandya, 1 run",False,False,False,625371,Hardik Pandya,70,45,26421,Ravichandran Ashwin,3.4,0,31,0,321777,David Miller,0,1,430246.0,Yuzvendra Chahal,4.0,0.0,32.0,1.0,,,,,,,False,driven hard to long-on for one,,
116060,2022.0,1304070,RR v GT,RR,GT,GT,1,17,5,0,"Ashwin to Miller, no run",False,False,False,321777,David Miller,0,2,26421,Ravichandran Ashwin,3.5,0,31,0,625371,Hardik Pandya,70,45,430246.0,Yuzvendra Chahal,4.0,0.0,32.0,1.0,,,,,,,False,slides in as Miller goes back to a full ball. Hit on the pad but the angle is taking it down the leg side,<p>A slip in in the 17th over</p>,
116070,2022.0,1304070,RR v GT,RR,GT,GT,1,17,6,2,"Ashwin to Miller, 2 runs",False,False,False,321777,David Miller,2,3,26421,Ravichandran Ashwin,4.0,0,33,0,625371,Hardik Pandya,70,45,430246.0,Yuzvendra Chahal,4.0,0.0,32.0,1.0,,,,,,,False,"slower in the air, offbreak this time, pushed into the leg side but not timed perfectly. That gives him time to come back for two",,<p>Superb final over from Ashwin. Now we have two from Krishna and one from Sen. Projected score 179</p>
117010,2022.0,1304070,RR v GT,RR,GT,GT,1,18,1,4,"Prasidh Krishna to Pandya, FOUR",True,False,False,625371,Hardik Pandya,74,46,917159,Prasidh Krishna,2.1,0,13,0,321777,David Miller,2,3,26421.0,Ravichandran Ashwin,4.0,0.0,33.0,0.0,,,,,,,False,"looking for the wide yorker, Pandya is already across and deep in the crease. He misses the length a touch, and Pandya has driven this through extra cover for four","<p>If things go his way, Pandya could get a hundred here</p>",
117020,2022.0,1304070,RR v GT,RR,GT,GT,1,18,2,1,"Prasidh Krishna to Pandya, 1 run",False,False,False,625371,Hardik Pandya,75,47,917159,Prasidh Krishna,2.2,0,14,0,321777,David Miller,2,3,26421.0,Ravichandran Ashwin,4.0,0.0,33.0,0.0,,,,,,,False,"wide length ball, and he has a fielder for that ball. Punched straight to deep extra cover for one",<p>Extra cover goes deep. So expect more wide yorkers</p>,
117030,2022.0,1304070,RR v GT,RR,GT,GT,1,18,3,0,"Prasidh Krishna to Miller, no run",False,False,False,321777,David Miller,2,4,917159,Prasidh Krishna,2.3,0,14,0,625371,Hardik Pandya,75,47,26421.0,Ravichandran Ashwin,4.0,0.0,33.0,0.0,,,,,,,False,"and he goes wide yorker, Miller tries to drive but is beaten. Ends up playing inside the line",<p>Again the field is set for wide yorkers</p>,
117040,2022.0,1304070,RR v GT,RR,GT,GT,1,18,4,0,"Prasidh Krishna to Miller, no run",False,False,False,321777,David Miller,2,5,917159,Prasidh Krishna,2.4,0,14,0,625371,Hardik Pandya,75,47,26421.0,Ravichandran Ashwin,4.0,0.0,33.0,0.0,,,,,,,False,"big slower ball, <strong>just 99ks</strong>, completely does Miller in, and it rolls along the ground to Samson",,
117050,2022.0,1304070,RR v GT,RR,GT,GT,1,18,5,4,"Prasidh Krishna to Miller, FOUR",True,False,False,321777,David Miller,6,6,917159,Prasidh Krishna,2.5,0,18,0,625371,Hardik Pandya,75,47,26421.0,Ravichandran Ashwin,4.0,0.0,33.0,0.0,,,,,,,False,"slower short ball, on the leg-stump line, 111ks, and this one he doesn't have a field for. Miller pulls this to deep square for four. Bluff gone wrong, I think",,
117060,2022.0,1304070,RR v GT,RR,GT,GT,1,18,6,4,"Prasidh Krishna to Miller, FOUR",True,False,False,321777,David Miller,10,7,917159,Prasidh Krishna,3.0,0,22,0,625371,Hardik Pandya,75,47,26421.0,Ravichandran Ashwin,4.0,0.0,33.0,0.0,,,,,,,False,"looks for the wide yorker, but misses both his line and length. Ends up with a half-volley not wide enough of his reach. Miller drill this straight and over mid-off for four",,
118010,2022.0,1304070,RR v GT,RR,GT,GT,1,19,1,1,"Sen to Pandya, 1 run",False,False,False,625371,Hardik Pandya,76,48,1163695,Kuldeep Sen,3.1,0,31,1,321777,David Miller,10,7,917159.0,Prasidh Krishna,3.0,0.0,22.0,0.0,,,,,,,False,"low full toss outside off, hit straight to deep cover for one",<p>Sen to bowl the 19th. Pandya has targeted him all night. What a big over for the young man</p>,
118020,2022.0,1304070,RR v GT,RR,GT,GT,1,19,2,4,"Sen to Miller, FOUR",True,False,False,321777,David Miller,14,8,1163695,Kuldeep Sen,3.2,0,35,1,625371,Hardik Pandya,76,48,917159.0,Prasidh Krishna,3.0,0.0,22.0,0.0,,,,,,,False,"goes for the wide yorker, but ends up with a fullie, and the third man is in. Miller is looking to open the face but also gets a thick edge to beat that short third man",<p>Stays over the wicket for Miller</p>,
118030,2022.0,1304070,RR v GT,RR,GT,GT,1,19,3,6,"Sen to Miller, SIX",True,False,False,321777,David Miller,20,9,1163695,Kuldeep Sen,3.3,0,41,1,625371,Hardik Pandya,76,48,917159.0,Prasidh Krishna,3.0,0.0,22.0,0.0,,,,,,,False,"that's pressure. In the slot, not wide of his reach, and Miller tucks into this every day of the week. Goes over wide long-on for a massive six",,
118040,2022.0,1304070,RR v GT,RR,GT,GT,1,19,4,2,"Sen to Miller, 2 runs",False,False,False,321777,David Miller,22,10,1163695,Kuldeep Sen,3.4,0,43,1,625371,Hardik Pandya,76,48,917159.0,Prasidh Krishna,3.0,0.0,22.0,0.0,,,,,,,False,"short of a length, wide outside off, punched in front of deep cover and comes back for two",,
118050,2022.0,1304070,RR v GT,RR,GT,GT,1,19,5,4,"Sen to Miller, FOUR",True,False,False,321777,David Miller,26,11,1163695,Kuldeep Sen,3.5,0,47,1,625371,Hardik Pandya,76,48,917159.0,Prasidh Krishna,3.0,0.0,22.0,0.0,,,,,,,False,"goes wide again, but misses the yorker length. Right in the slot again, and he goes over extra cover this time",<p>Goes round the wicket now</p>,
118060,2022.0,1304070,RR v GT,RR,GT,GT,1,19,6,4,"Sen to Miller, FOUR",True,False,False,321777,David Miller,30,12,1163695,Kuldeep Sen,4.0,0,51,1,625371,Hardik Pandya,76,48,917159.0,Prasidh Krishna,3.0,0.0,22.0,0.0,,,,,,,False,"misses the length again. Low wide full toss, and all Miller has to do is open the face and use his pace. Goes over point for four more",<p>Over the wicket now</p>,
119020,2022.0,1304070,RR v GT,RR,GT,GT,1,20,1,0,"Prasidh Krishna to Pandya, no run",False,False,False,625371,Hardik Pandya,76,49,917159,Prasidh Krishna,3.1,0,23,0,321777,David Miller,30,12,1163695.0,Kuldeep Sen,4.0,0.0,51.0,1.0,,,,,,,False,"another wide yorker, Pandya tries his best to reach it but can't. The umpire says Pandya has shuffled across so he doesn't call it",,
119010,2022.0,1304070,RR v GT,RR,GT,GT,1,20,1,1,"Prasidh Krishna to Pandya, 1 wide",False,True,False,625371,Hardik Pandya,76,48,917159,Prasidh Krishna,3.0,0,23,0,321777,David Miller,30,12,1163695.0,Kuldeep Sen,4.0,0.0,51.0,1.0,,,,,,,False,gets the length right but the line is too wide. Called,"<p>That was a big over. RR need some damage control from Krishna now. He is going with the same field for wide yorkers. No long-off, but a deep extra cover</p>",
119030,2022.0,1304070,RR v GT,RR,GT,GT,1,20,2,6,"Prasidh Krishna to Pandya, SIX",True,False,False,625371,Hardik Pandya,82,50,917159,Prasidh Krishna,3.2,0,29,0,321777,David Miller,30,12,1163695.0,Kuldeep Sen,4.0,0.0,51.0,1.0,,,,,,,False,"and misses the length this time. Low full toss, wide outside off, and Pandya slices it up and over point for a six. He is the highest run-getter in this IPL now",,
119040,2022.0,1304070,RR v GT,RR,GT,GT,1,20,3,1,"Prasidh Krishna to Pandya, 1 run",False,False,False,625371,Hardik Pandya,83,51,917159,Prasidh Krishna,3.3,0,30,0,321777,David Miller,30,12,1163695.0,Kuldeep Sen,4.0,0.0,51.0,1.0,,,,,,,False,"nails the wide yorker, Pandya digs it out for a single",<p>Round the wicket now. That is a good angle because his field is for wide yorkers</p>,
119050,2022.0,1304070,RR v GT,RR,GT,GT,1,20,4,0,"Prasidh Krishna to Miller, no run",False,False,False,321777,David Miller,30,13,917159,Prasidh Krishna,3.4,0,30,0,625371,Hardik Pandya,83,51,1163695.0,Kuldeep Sen,4.0,0.0,51.0,1.0,,,,,,,False,"length ball, angling in, Miller stays leg side of it to look to go over cover, but is beaten by the pace",<p>Stays round the wicket</p>,
119060,2022.0,1304070,RR v GT,RR,GT,GT,1,20,5,1,"Prasidh Krishna to Miller, 1 run",False,False,False,321777,David Miller,31,14,917159,Prasidh Krishna,3.5,0,31,0,625371,Hardik Pandya,83,51,1163695.0,Kuldeep Sen,4.0,0.0,51.0,1.0,,,,,,,False,"low full toss, hit down to long-on for one. Buttler's orange cap comes off as he charges in to keep them down to one. Which is just as well as it belongs to Pandya for now",,
119070,2022.0,1304070,RR v GT,RR,GT,GT,1,20,6,4,"Prasidh Krishna to Pandya, FOUR",True,False,False,625371,Hardik Pandya,87,52,917159,Prasidh Krishna,4.0,0,35,0,321777,David Miller,31,14,1163695.0,Kuldeep Sen,4.0,0.0,51.0,1.0,,,,,,,False,"not quite the yorker but a low wide full toss, which should be good enough, but Pandya swings hard at it and gets a thick outside edge for four. The third man is up inside the circle",<p>Last ball of the innings. Krishna should go round the wicket and look for the wide yorker</p>,"<p></p>
<div class=""embedded-media-card"" data-id=""1190701"" data-source=""livestream"" data-url=""https://livestream.com/accounts/6115179/events/10324015""></div>
<p><b>9.17pm</b> That's a good finish for GT. Pandya playing with ""responsibility"" but also at a high strike rate. Good hands from Manohar and Miller too. Still I would say 192 is not above par for these conditions, especially because there is heavy dew already.<br><br>""The wicket is pretty good. The ball is coming onto the bat. Once the ball gets old, it is easy to hit so we need to get wickets early,"" says Abhinav Manohar. ""It was challenging at the start. The ball was doing a little bit.""<br><br>S Sudarshanan will be with you when we start the chase.</p>"
210,2022.0,1304070,RR v GT,RR,GT,RR,2,1,1,0,"Mohammed Shami to Buttler, no run",False,False,False,308967,Jos Buttler,0,1,481896,Mohammed Shami,0.1,0,0,0,1119026,Devdutt Padikkal,0,0,,,,,,,,,,,,,False,<strong>There's a sound as the ball passes Buttler's flick down leg. Titans review!</strong> Wade was quite sure and urged them to go upstairs. But Snicko shows a spike when <b>the ball makes contact with the pad</b>.,"<p>A lovely sea of flashlights welcome the Titans players on the field. Jos Buttler, who lost the top spot <a href=""https://stats.espncricinfo.com/ci/engine/records/batting/most_runs_career.html?id=14452;type=tournament"">among the run-scorers</a> to Hardik earlier, walks out to open with Devdutt Padikkal. Mohammed Shami to steam in with a slip.</p><p>It was on this day in 2013 that Royals' skipper Sanju Samson made his IPL debut. Now, in his 98th game, his team has a tall ask to make this day memorable. Would be interesting to see how Gujarat Titans fare with the ball given the wet conditions. They have an extra option in Vijay Shankar, who hasn't bowled much this season. All in readiness for an interesting run-chase.</p><p><b>9:25pm</b> Welcome back! 193 to win and as Sidharth mentioned, dew has made an appearance at the DY Patil Stadium already. But Rajasthan Royals' batting has been a bit suspect, you'd think. But with James Neesham in today, it's a fairly lengthy line-up with Riyan Parag penciled in to come in at seven. RR have won all their games batting first, so there's another record that's stacked against them.</p>",
220,2022.0,1304070,RR v GT,RR,GT,RR,2,1,2,4,"Mohammed Shami to Buttler, FOUR",True,False,False,308967,Jos Buttler,4,2,481896,Mohammed Shami,0.2,0,4,0,1119026,Devdutt Padikkal,0,0,,,,,,,,,,,,,False,"No half measures. Shami spears it full outside off, expecting the swing. Ends up overpitched and Buttler just times it through covers.",,
230,2022.0,1304070,RR v GT,RR,GT,RR,2,1,3,4,"Mohammed Shami to Buttler, FOUR",True,False,False,308967,Jos Buttler,8,3,481896,Mohammed Shami,0.3,0,8,0,1119026,Devdutt Padikkal,0,0,,,,,,,,,,,,,False,"Overcorrections, pays the price. Length ball on the pads, Buttler walks to the off side and flicks it through square leg for another four.",,
240,2022.0,1304070,RR v GT,RR,GT,RR,2,1,4,4,"Mohammed Shami to Buttler, FOUR",True,False,False,308967,Jos Buttler,12,4,481896,Mohammed Shami,0.4,0,12,0,1119026,Devdutt Padikkal,0,0,,,,,,,,,,,,,False,"<strong>Four balls and Buttler is the leading run-getter again!</strong> Very full on middle and leg, clipped through midwicket with ease.",,
250,2022.0,1304070,RR v GT,RR,GT,RR,2,1,5,0,"Mohammed Shami to Buttler, no run",False,False,False,308967,Jos Buttler,12,5,481896,Mohammed Shami,0.5,0,12,0,1119026,Devdutt Padikkal,0,0,,,,,,,,,,,,,False,"Fuller around off, hit back.",,
260,2022.0,1304070,RR v GT,RR,GT,RR,2,1,6,1,"Mohammed Shami to Buttler, 1 run",False,False,False,308967,Jos Buttler,13,6,481896,Mohammed Shami,1.0,0,13,0,1119026,Devdutt Padikkal,0,0,,,,,,,,,,,,,False,"Length ball around off, tapped to the on side for a quick one. Fine start to the chase.",,
21010,2022.0,1304070,RR v GT,RR,GT,RR,2,2,1,4,"Yash Dayal to Buttler, FOUR",True,False,False,308967,Jos Buttler,17,7,1159720,Yash Dayal,0.1,0,4,0,1119026,Devdutt Padikkal,0,0,481896.0,Mohammed Shami,1.0,0.0,13.0,0.0,,,,,,,False,"Not the best of starts. A gift to Buttler, who doesn't actually need one. Length ball on the pads, ticked fine on the leg side for another four.","<p>On IPL debut, first look at Yash Dayal.</p><p>Mansoor: ""Hardik not on the field? Who's captaining?"" Rashid Khan.</p>",
21020,2022.0,1304070,RR v GT,RR,GT,RR,2,2,2,0,"Yash Dayal to Buttler, no run",False,False,False,308967,Jos Buttler,17,8,1159720,Yash Dayal,0.2,0,4,0,1119026,Devdutt Padikkal,0,0,481896.0,Mohammed Shami,1.0,0.0,13.0,0.0,,,,,,,False,"Shortens his length, across the batter. Mistimed towards cover-point.",,
21030,2022.0,1304070,RR v GT,RR,GT,RR,2,2,3,4,"Yash Dayal to Buttler, FOUR",True,False,False,308967,Jos Buttler,21,9,1159720,Yash Dayal,0.3,0,8,0,1119026,Devdutt Padikkal,0,0,481896.0,Mohammed Shami,1.0,0.0,13.0,0.0,,,,,,,False,"<strong>Stand and deliver!</strong> Buttler's got off like cars on F1 track. Length ball angling away, hops a touch and punches it through covers. Bounced well over the tumbling fielder at short cover.",,
21040,2022.0,1304070,RR v GT,RR,GT,RR,2,2,4,6,"Yash Dayal to Buttler, SIX",True,False,False,308967,Jos Buttler,27,10,1159720,Yash Dayal,0.4,0,14,0,1119026,Devdutt Padikkal,0,0,481896.0,Mohammed Shami,1.0,0.0,13.0,0.0,,,,,,,False,<strong>Audacious!</strong> Walks across the track to the full ball with fine leg inside the ring. Ramps it high and well over fine leg for half a dozen.,,
21050,2022.0,1304070,RR v GT,RR,GT,RR,2,2,5,1,"Yash Dayal to Buttler, 1 run",False,False,False,308967,Jos Buttler,28,11,1159720,Yash Dayal,0.5,0,15,0,1119026,Devdutt Padikkal,0,0,481896.0,Mohammed Shami,1.0,0.0,13.0,0.0,,,,,,,False,"Pulled away to deep square leg for just one. 28 off 11 already, Buttler.",<p>Ashwin is padded up already. Another slew of tactics ehh?</p>,
21060,2022.0,1304070,RR v GT,RR,GT,RR,2,2,6,0,"Yash Dayal to Padikkal, OUT",False,False,False,1119026,Devdutt Padikkal,0,1,1159720,Yash Dayal,1.0,0,15,1,308967,Jos Buttler,28,11,481896.0,Mohammed Shami,1.0,0.0,13.0,0.0,1119026.0,Devdutt Padikkal,Yash Dayal,0.0,1.0,D Padikkal c Shubman Gill b Yash Dayal 0 (12m 1b 0x4 0x6) SR: 0.00,False,"And finds slip without fuss! Length ball outside off, gets good bounce due to his height. Padikkal goes for the punch, cramped for room. Gets a thick outside edge to Gill, who times his leap perfectly. A but of mirror image to the Vijay Shankar dismissal in the first innings. Early IPL success for Dayal.",<p>Padikkal takes strike for the first time today. A slip in place.</p>,
22010,2022.0,1304070,RR v GT,RR,GT,RR,2,3,1,0,"Mohammed Shami to Buttler, no run",False,False,False,308967,Jos Buttler,28,12,481896,Mohammed Shami,1.1,0,13,0,26421,Ravichandran Ashwin,0,0,1159720.0,Yash Dayal,1.0,0.0,15.0,1.0,,,,,,,False,"Buttler tries to play the ramp yet again. Length ball from Shami. Misses it, passes just past the leg stump. Rightly not called wide.","<p>And as expected, it is R Ashwin in at No. 3 today. What would the message to him be today?</p>",
22020,2022.0,1304070,RR v GT,RR,GT,RR,2,3,2,1,"Mohammed Shami to Buttler, 1 run",False,False,False,308967,Jos Buttler,29,13,481896,Mohammed Shami,1.2,0,14,0,26421,Ravichandran Ashwin,0,0,1159720.0,Yash Dayal,1.0,0.0,15.0,1.0,,,,,,,False,"Short in length, pulled powerfully to deep square leg for one.",,
22030,2022.0,1304070,RR v GT,RR,GT,RR,2,3,3,0,"Mohammed Shami to Ashwin, no run",False,False,False,26421,Ravichandran Ashwin,0,1,481896,Mohammed Shami,1.3,0,14,0,308967,Jos Buttler,29,13,1159720.0,Yash Dayal,1.0,0.0,15.0,1.0,,,,,,,False,"Length ball on middle, times the clip to midwicket. Only the second non-Joss ball this.",,
22040,2022.0,1304070,RR v GT,RR,GT,RR,2,3,4,1,"Mohammed Shami to Ashwin, 1 run",False,False,False,26421,Ravichandran Ashwin,1,2,481896,Mohammed Shami,1.4,0,15,0,308967,Jos Buttler,29,13,1159720.0,Yash Dayal,1.0,0.0,15.0,1.0,,,,,,,False,Thick outside edge lands <strong>well short of third man!</strong> Was a back of the length ball that Ashwin tried to heave. Ferguson ran in from the deep but it fell well short. Intentions clear.,,
22050,2022.0,1304070,RR v GT,RR,GT,RR,2,3,5,1,"Mohammed Shami to Buttler, 1 run",False,False,False,308967,Jos Buttler,30,14,481896,Mohammed Shami,1.5,0,16,0,26421,Ravichandran Ashwin,1,2,1159720.0,Yash Dayal,1.0,0.0,15.0,1.0,,,,,,,False,"On a length outside off, chopped towards backward point for one.",,
22060,2022.0,1304070,RR v GT,RR,GT,RR,2,3,6,0,"Mohammed Shami to Ashwin, no run",False,False,False,26421,Ravichandran Ashwin,1,3,481896,Mohammed Shami,2.0,0,16,0,308967,Jos Buttler,30,14,1159720.0,Yash Dayal,1.0,0.0,15.0,1.0,,,,,,,False,"Short in length and angling in, tries to be cute and guides it straight to short third. Either side of that fielder and it could have been the desired result. Good over from Shami.","<p>Hardik Pandya is cramping up and is hence not on the field, informs Alan Wilkins on air.</p>",
23010,2022.0,1304070,RR v GT,RR,GT,RR,2,4,1,4,"Yash Dayal to Buttler, FOUR",True,False,False,308967,Jos Buttler,34,15,1159720,Yash Dayal,1.1,0,19,1,26421,Ravichandran Ashwin,1,3,481896.0,Mohammed Shami,2.0,0.0,16.0,0.0,,,,,,,False,"What's with Jos the boss and his timing today! Another length ball on the sixth stump line, transfers his weight back quickly and punches it through covers. Exquisite!","<p>Hardik's back on the field.</p><p>Akrsh: ""Is Ash the new Sam Curran!?! Can bowl anywhere can bat anywhere"" In this RR side, anyone is everyone, you'd believe.</p>",
23020,2022.0,1304070,RR v GT,RR,GT,RR,2,4,2,0,"Yash Dayal to Buttler, no run",False,False,False,308967,Jos Buttler,34,16,1159720,Yash Dayal,1.2,0,19,1,26421,Ravichandran Ashwin,1,3,481896.0,Mohammed Shami,2.0,0.0,16.0,0.0,,,,,,,False,"<strong>Gets away!</strong> Short ball, hurries Buttler up with the pull. Hits him high on the bat and lands short of mid-on.",,
23030,2022.0,1304070,RR v GT,RR,GT,RR,2,4,3,4,"Yash Dayal to Buttler, FOUR",True,False,False,308967,Jos Buttler,38,17,1159720,Yash Dayal,1.3,0,23,1,26421,Ravichandran Ashwin,1,3,481896.0,Mohammed Shami,2.0,0.0,16.0,0.0,,,,,,,False,"Plays tennis with a cricket bat, Jos! Short ball again, clears his front leg and thumps it over midwicket a la a tennis forehand.",,
23040,2022.0,1304070,RR v GT,RR,GT,RR,2,4,4,6,"Yash Dayal to Buttler, SIX",True,False,False,308967,Jos Buttler,44,18,1159720,Yash Dayal,1.4,0,29,1,26421,Ravichandran Ashwin,1,3,481896.0,Mohammed Shami,2.0,0.0,16.0,0.0,,,,,,,False,Another ball please! <strong>Buttler's on a rampage.</strong> Stands in readiness for another bouncer. Gets a short ball at a comfortable height. Smashes it wayyy over deep midwicket. 44 off just 18 balls.,,
23050,2022.0,1304070,RR v GT,RR,GT,RR,2,4,5,0,"Yash Dayal to Buttler, no run",False,False,False,308967,Jos Buttler,44,19,1159720,Yash Dayal,1.5,0,29,1,26421,Ravichandran Ashwin,1,3,481896.0,Mohammed Shami,2.0,0.0,16.0,0.0,,,,,,,False,"Fuller around off and middle, hit straight to midwicket.",<p>Chahal liked what he saw there. Mimes Buttler's shot in the dugout. Dayal comes round the wicket now.</p>,
23060,2022.0,1304070,RR v GT,RR,GT,RR,2,4,6,4,"Yash Dayal to Buttler, FOUR",True,False,False,308967,Jos Buttler,48,20,1159720,Yash Dayal,2.0,0,33,1,26421,Ravichandran Ashwin,1,3,481896.0,Mohammed Shami,2.0,0.0,16.0,0.0,,,,,,,False,"<strong>Creamed away! </strong>The beauty about Buttler is that it isn't always about power with him. Gets an overpitched ball well outside off, just times the cover-drive to perfection.",,
24010,2022.0,1304070,RR v GT,RR,GT,RR,2,5,1,0,"Rashid Khan to Ashwin, no run",False,False,False,26421,Ravichandran Ashwin,1,4,793463,Rashid Khan,0.1,0,0,0,308967,Jos Buttler,48,20,1159720.0,Yash Dayal,2.0,0.0,33.0,1.0,,,,,,,False,"Quicker one around off, slapped to cover.",<p>RR force Rashid Khan to bowl inside the powerplay now. One wicket away from 100 in IPL. Has a favourable match-up against Buttler.</p><p>Hardik has his hand on Dayal's shoulders after that over. Not easy to bowl to Buttler on form.</p>,
24020,2022.0,1304070,RR v GT,RR,GT,RR,2,5,2,6,"Rashid Khan to Ashwin, SIX",True,False,False,26421,Ravichandran Ashwin,7,5,793463,Rashid Khan,0.2,0,6,0,308967,Jos Buttler,48,20,1159720.0,Yash Dayal,2.0,0.0,33.0,1.0,,,,,,,False,"If not Buttler, Ashwin will get you. Tossed up ball on off, Ashwin just hits him straight over his head for six.",,
24030,2022.0,1304070,RR v GT,RR,GT,RR,2,5,3,0,"Rashid Khan to Ashwin, no run",False,False,False,26421,Ravichandran Ashwin,7,6,793463,Rashid Khan,0.3,0,6,0,308967,Jos Buttler,48,20,1159720.0,Yash Dayal,2.0,0.0,33.0,1.0,,,,,,,False,Streaky. Gets an inside edge off the googly straight to short fine. Just past leg stump.,<p>Ashwin backs away as Rashid runs in.</p>,
24040,2022.0,1304070,RR v GT,RR,GT,RR,2,5,4,1,"Rashid Khan to Ashwin, 1 run",False,False,False,26421,Ravichandran Ashwin,8,7,793463,Rashid Khan,0.4,0,7,0,308967,Jos Buttler,48,20,1159720.0,Yash Dayal,2.0,0.0,33.0,1.0,,,,,,,False,"Another googly on a length, worked away to square leg for a single.",,
